,rounded_time,bikes_rented,bikes_returned,temperature,humidity,windSpeed
404,2024-10-05 19:20:00,46.0,100.0,19.13,43.0,2.5
405,2024-10-05 19:30:00,52.0,75.0,19.19,46.0,2.19
406,2024-10-05 19:40:00,62.0,83.0,18.88,47.0,2.19
407,2024-10-05 19:50:00,56.0,53.0,18.81,48.0,2.19
408,2024-10-05 20:00:00,46.0,65.0,18.38,50.0,2.19
409,2024-10-05 20:10:00,65.0,72.0,18.19,50.0,2.31
410,2024-10-05 20:20:00,83.0,56.0,18.13,50.0,2.31
411,2024-10-05 20:30:00,53.0,75.0,18.0,50.0,2.31
412,2024-10-05 20:40:00,60.0,41.0,18.19,54.0,2.63
413,2024-10-05 20:50:00,50.0,44.0,18.0,55.0,2.5
414,2024-10-05 21:00:00,77.0,61.0,17.88,55.0,2.38
415,2024-10-05 21:10:00,52.0,41.0,17.69,55.0,2.38
416,2024-10-05 21:20:00,52.0,63.0,17.63,54.0,2.5
417,2024-10-05 21:30:00,65.0,34.0,18.19,54.0,3.0
418,2024-10-05 21:40:00,54.0,60.0,18.0,54.0,2.69
419,2024-10-05 21:50:00,62.0,53.0,17.63,55.0,2.19
420,2024-10-05 22:00:00,51.0,41.0,17.31,56.0,1.88
421,2024-10-05 22:10:00,62.0,39.0,17.19,57.0,1.88
422,2024-10-05 22:20:00,67.0,39.0,16.81,58.0,1.88
423,2024-10-05 22:30:00,53.0,56.0,16.38,61.0,1.81
424,2024-10-05 22:40:00,55.0,40.0,16.38,61.0,1.88
425,2024-10-05 22:50:00,76.0,34.0,16.13,62.0,2.0
426,2024-10-05 23:00:00,75.0,30.0,15.88,63.0,2.13
427,2024-10-05 23:10:00,87.0,37.0,15.69,63.0,2.0
428,2024-10-05 23:20:00,56.0,26.0,15.5,64.0,2.0
429,2024-10-05 23:30:00,53.0,38.0,15.38,58.0,2.19
430,2024-10-05 23:40:00,47.0,40.0,15.38,58.0,2.19
431,2024-10-05 23:50:00,66.0,52.0,15.0,60.0,2.13
432,2024-10-06 00:00:00,49.0,28.0,14.81,61.0,2.13
433,2024-10-06 00:10:00,32.0,47.0,14.69,61.0,2.19
434,2024-10-06 00:20:00,30.0,42.0,14.5,62.0,2.19
435,2024-10-06 00:30:00,42.0,32.0,14.81,62.0,2.5
436,2024-10-06 00:40:00,34.0,33.0,14.5,64.0,2.5
437,2024-10-06 00:50:00,28.0,46.0,14.38,65.0,2.5
438,2024-10-06 01:00:00,34.0,13.0,14.19,67.0,2.5
439,2024-10-06 01:10:00,31.0,34.0,14.13,67.0,2.5
440,2024-10-06 01:20:00,36.0,33.0,13.88,67.0,2.5
441,2024-10-06 01:30:00,45.0,17.0,14.0,66.0,2.63
442,2024-10-06 01:40:00,27.0,18.0,13.88,66.0,2.63
443,2024-10-06 01:50:00,24.0,21.0,13.69,67.0,2.63
444,2024-10-06 02:00:00,29.0,22.0,13.63,68.0,2.69
445,2024-10-06 02:10:00,18.0,31.0,13.38,68.0,2.63
446,2024-10-06 02:20:00,13.0,26.0,13.31,69.0,2.63
447,2024-10-06 02:30:00,16.0,28.0,13.13,71.0,2.31
448,2024-10-06 02:40:00,12.0,18.0,13.0,72.0,2.19
449,2024-10-06 02:50:00,4.0,10.0,12.81,73.0,2.19
450,2024-10-06 03:00:00,19.0,71.0,12.69,74.0,2.13
451,2024-10-06 03:10:00,15.0,27.0,12.5,74.0,2.13
452,2024-10-06 03:20:00,36.0,26.0,12.38,75.0,2.13
453,2024-10-06 03:30:00,23.0,28.0,12.19,76.0,2.0
454,2024-10-06 03:40:00,15.0,14.0,12.5,71.0,1.69
455,2024-10-06 03:50:00,17.0,16.0,12.38,72.0,1.81
456,2024-10-06 04:00:00,11.0,25.0,12.38,72.0,1.81
457,2024-10-06 04:10:00,20.0,16.0,12.13,74.0,2.0
458,2024-10-06 04:20:00,13.0,11.0,11.88,75.0,2.0
459,2024-10-06 04:30:00,8.0,8.0,11.81,76.0,2.0
460,2024-10-06 04:40:00,6.0,11.0,11.69,77.0,2.0
461,2024-10-06 04:50:00,11.0,10.0,11.5,78.0,2.0
462,2024-10-06 05:00:00,12.0,25.0,11.5,78.0,2.0
463,2024-10-06 05:10:00,8.0,17.0,11.38,78.0,2.13
464,2024-10-06 05:20:00,13.0,19.0,11.38,79.0,2.13
465,2024-10-06 05:30:00,13.0,9.0,11.38,79.0,2.13
466,2024-10-06 05:40:00,7.0,6.0,11.63,73.0,2.13
467,2024-10-06 05:50:00,7.0,14.0,11.38,74.0,2.0
468,2024-10-06 06:00:00,7.0,11.0,11.19,75.0,2.0
469,2024-10-06 06:10:00,8.0,7.0,11.13,76.0,2.0
470,2024-10-06 06:20:00,9.0,6.0,11.0,78.0,1.88
471,2024-10-06 06:30:00,16.0,8.0,11.31,76.0,2.0
472,2024-10-06 06:40:00,27.0,16.0,11.0,79.0,1.88
473,2024-10-06 06:50:00,16.0,22.0,11.0,79.0,1.88
474,2024-10-06 07:00:00,14.0,23.0,10.81,83.0,1.81
475,2024-10-06 07:10:00,18.0,21.0,10.81,84.0,1.81
476,2024-10-06 07:20:00,21.0,25.0,10.88,84.0,1.81
477,2024-10-06 07:30:00,21.0,30.0,11.0,79.0,1.69
478,2024-10-06 07:40:00,23.0,20.0,11.0,79.0,1.69
479,2024-10-06 07:50:00,24.0,27.0,11.0,79.0,1.69
480,2024-10-06 08:00:00,15.0,22.0,11.0,79.0,1.69
481,2024-10-06 08:10:00,24.0,22.0,12.19,78.0,1.81
482,2024-10-06 08:20:00,19.0,19.0,12.63,77.0,1.81
483,2024-10-06 08:30:00,23.0,22.0,13.0,75.0,1.81
484,2024-10-06 08:40:00,41.0,28.0,13.88,70.0,1.19
485,2024-10-06 08:50:00,44.0,23.0,14.31,69.0,1.31
486,2024-10-06 09:00:00,36.0,45.0,14.69,69.0,1.38
487,2024-10-06 09:10:00,45.0,35.0,15.13,67.0,1.38
488,2024-10-06 09:20:00,49.0,50.0,15.5,66.0,1.5
489,2024-10-06 09:30:00,38.0,40.0,15.69,65.0,1.5
490,2024-10-06 09:40:00,37.0,57.0,16.13,64.0,1.5
491,2024-10-06 09:50:00,51.0,39.0,16.63,59.0,0.81
492,2024-10-06 10:00:00,44.0,47.0,17.13,58.0,0.81
493,2024-10-06 10:10:00,45.0,56.0,17.38,57.0,0.81
494,2024-10-06 10:20:00,51.0,45.0,17.81,56.0,0.81
495,2024-10-06 10:30:00,60.0,56.0,17.81,56.0,0.81
496,2024-10-06 10:40:00,63.0,53.0,18.69,47.0,1.0
497,2024-10-06 10:50:00,74.0,50.0,18.81,46.0,1.0
498,2024-10-06 11:00:00,51.0,88.0,19.31,45.0,0.81
499,2024-10-06 11:10:00,69.0,60.0,19.63,44.0,0.88
500,2024-10-06 11:20:00,71.0,49.0,19.69,50.0,0.88
501,2024-10-06 11:30:00,64.0,50.0,20.0,49.0,1.0
502,2024-10-06 11:40:00,63.0,69.0,20.5,48.0,1.19
503,2024-10-06 11:50:00,67.0,78.0,20.5,48.0,1.19
504,2024-10-06 12:00:00,58.0,60.0,21.0,47.0,1.38
505,2024-10-06 12:10:00,70.0,84.0,21.0,47.0,1.38
506,2024-10-06 12:20:00,76.0,67.0,21.19,46.0,1.88
507,2024-10-06 12:30:00,76.0,75.0,21.38,46.0,2.19
508,2024-10-06 12:40:00,79.0,91.0,21.69,42.0,2.38
509,2024-10-06 12:50:00,52.0,72.0,21.88,41.0,2.69
510,2024-10-06 13:00:00,63.0,49.0,22.0,40.0,2.81
511,2024-10-06 13:10:00,95.0,61.0,22.13,40.0,3.0
512,2024-10-06 13:20:00,79.0,78.0,22.19,40.0,3.0
513,2024-10-06 13:30:00,55.0,96.0,21.88,44.0,3.38
514,2024-10-06 13:40:00,94.0,69.0,22.0,43.0,3.38
515,2024-10-06 13:50:00,62.0,86.0,22.0,43.0,3.38
516,2024-10-06 14:00:00,52.0,76.0,22.13,43.0,3.38
517,2024-10-06 14:10:00,62.0,91.0,22.13,43.0,3.38
518,2024-10-06 14:20:00,67.0,100.0,22.13,44.0,3.5
519,2024-10-06 14:30:00,52.0,95.0,22.0,43.0,3.63
520,2024-10-06 14:40:00,70.0,63.0,22.0,42.0,3.5
521,2024-10-06 14:50:00,80.0,92.0,22.0,42.0,3.5
522,2024-10-06 15:00:00,90.0,83.0,22.0,42.485,3.5
523,2024-10-06 15:10:00,84.0,82.0,21.97,42.9925,3.5
524,2024-10-06 15:20:00,95.0,55.0,21.939999999999998,43.5,3.5
525,2024-10-06 15:30:00,78.0,62.0,21.847499999999997,45.75,3.5775
526,2024-10-06 15:40:00,69.0,75.0,21.755,48.0,3.6550000000000002
527,2024-10-06 15:50:00,90.0,58.0,21.597499999999997,51.0,3.86
528,2024-10-06 16:00:00,69.0,67.0,21.439999999999998,54.0,4.0649999999999995
529,2024-10-06 16:10:00,95.0,81.0,21.28547619047619,54.507936507936506,4.0975
530,2024-10-06 16:20:00,109.0,86.0,21.13095238095238,55.01587301587302,4.13
531,2024-10-06 16:30:00,48.0,37.0,21.01797619047619,55.757936507936506,4.13
532,2024-10-06 16:40:00,78.0,84.0,20.905,56.5,4.13
533,2024-10-06 16:50:00,68.0,69.0,20.65888888888889,58.111111111111114,4.102222222222222
534,2024-10-06 17:00:00,83.0,62.0,20.41277777777778,59.72222222222222,4.0744444444444445
535,2024-10-06 17:10:00,76.0,71.0,20.166666666666668,61.333333333333336,4.046666666666667
536,2024-10-06 17:20:00,67.0,81.0,19.920555555555556,62.94444444444444,4.018888888888889
537,2024-10-06 17:30:00,64.0,87.0,19.674444444444447,64.55555555555556,3.991111111111111
538,2024-10-06 17:40:00,78.0,67.0,19.428333333333335,66.16666666666667,3.9633333333333334
539,2024-10-06 17:50:00,94.0,67.0,19.182222222222222,67.77777777777777,3.9355555555555553
540,2024-10-06 18:00:00,78.0,69.0,18.936111111111114,69.38888888888889,3.9077777777777776
541,2024-10-06 18:10:00,72.0,82.0,18.69,71.0,3.88
542,2024-10-06 18:20:00,72.0,61.0,18.5,73.0,3.81
543,2024-10-06 18:30:00,74.0,91.0,18.5,75.0,3.69
544,2024-10-06 18:40:00,48.0,74.0,18.19,77.0,3.63
545,2024-10-06 18:50:00,88.0,66.0,18.13,78.0,3.63
546,2024-10-06 19:00:00,60.0,85.0,17.69,81.0,3.38
547,2024-10-06 19:10:00,43.0,81.0,17.63,82.0,3.38
548,2024-10-06 19:20:00,51.0,73.0,17.5,82.0,3.31
549,2024-10-06 19:30:00,60.0,54.0,17.63,81.0,3.38
550,2024-10-06 19:40:00,56.0,58.0,17.38,83.0,3.19
551,2024-10-06 19:50:00,59.0,44.0,17.31,84.0,3.0
552,2024-10-06 20:00:00,53.0,61.0,17.19,85.0,2.81
553,2024-10-06 20:10:00,56.0,29.0,17.13,85.0,2.88
554,2024-10-06 20:20:00,46.0,34.0,17.13,85.0,3.13
555,2024-10-06 20:30:00,45.0,43.0,17.19,81.0,3.0
556,2024-10-06 20:40:00,45.0,54.0,17.13,82.0,2.88
557,2024-10-06 20:50:00,59.0,38.0,17.0,83.0,2.81
558,2024-10-06 21:00:00,42.0,43.0,16.88,83.0,2.63
559,2024-10-06 21:10:00,55.0,33.0,16.88,83.0,2.81
560,2024-10-06 21:20:00,46.0,30.0,16.88,82.0,2.88
561,2024-10-06 21:30:00,52.0,33.0,16.81,81.0,2.81
562,2024-10-06 21:40:00,52.0,31.0,16.81,81.0,2.81
563,2024-10-06 21:50:00,41.0,45.0,16.735,81.5,2.75
564,2024-10-06 22:00:00,50.0,33.0,16.66,82.0,2.69
565,2024-10-06 22:10:00,38.0,35.0,16.612499999999997,82.25,2.69
566,2024-10-06 22:20:00,53.0,39.0,16.564999999999998,82.5,2.69
567,2024-10-06 22:30:00,29.0,51.0,16.627499999999998,81.0,2.66
568,2024-10-06 22:40:00,40.0,30.0,16.689999999999998,79.5,2.63
569,2024-10-06 22:50:00,37.0,41.0,16.7675,77.75,2.5175
570,2024-10-06 23:00:00,38.0,36.0,16.845,76.0,2.4050000000000002
571,2024-10-06 23:10:00,41.0,38.0,16.752499999999998,76.75,2.3925
572,2024-10-06 23:20:00,34.0,32.0,16.66,77.5,2.38
573,2024-10-06 23:30:00,20.0,25.0,16.5825,77.0,2.255
574,2024-10-06 23:40:00,28.0,20.0,16.505,76.5,2.13
575,2024-10-06 23:50:00,24.0,22.0,16.4075,77.25,2.13
576,2024-10-07 00:00:00,29.0,27.0,16.31,78.0,2.13
