date,time,station_name,num_bikes_available,num_docks_available,bikes_rented,bikes_returned
2024-10-04,23:17:15,W 37 St & 5 Ave,6,51,2,0
2024-10-04,23:17:15,W 56 St & 6 Ave,8,42,0,0
2024-10-04,23:17:15,W 37 St & Broadway,1,81,0,0
2024-10-04,23:17:15,W 52 St & 6 Ave,14,43,0,0
2024-10-04,23:17:15,E 41 St & Madison Ave (SE corner),1,90,0,0
2024-10-04,23:17:15,6 Ave & W 34 St,39,18,0,0
2024-10-04,23:17:15,6 Ave & W 33 St,0,0,0,0
2024-10-04,23:17:15,W 55 St & 6 Ave,1,73,0,0
2024-10-04,23:17:15,W 36 St & 9 Ave,9,31,0,0
2024-10-04,23:17:15,W 30 St & 8 Ave,39,22,0,0
2024-10-04,23:17:15,W 51 St & 6 Ave,2,71,1,0
2024-10-04,23:17:15,W 47 St & 10 Ave,23,8,0,1
2024-10-04,23:17:15,7 Ave & Central Park South,3,70,1,0
2024-10-04,23:17:15,W 54 St & 6 Ave,1,60,0,0
2024-10-04,23:17:15,6 Ave & W 45 St,0,63,0,0
2024-10-04,23:17:15,W 52 St & 11 Ave,20,27,0,1
2024-10-04,23:17:15,E 43 St & Madison Ave,5,45,1,0
2024-10-04,23:17:15,W 42 St & 6 Ave,10,37,0,0
2024-10-04,23:17:15,W 31 St & 7 Ave,36,38,0,0
2024-10-04,23:17:15,E 40 St & 5 Ave,2,85,0,0
2024-10-04,23:17:15,Broadway & W 51 St,18,59,0,3
2024-10-04,23:17:15,W 47 St & 9 Ave,33,14,0,0
2024-10-04,23:17:15,E 39 St & Lexington Ave,7,43,0,1
2024-10-04,23:17:15,W 36 St & 7 Ave,5,30,0,0
2024-10-04,23:17:15,9 Ave & W 45 St,17,8,0,0
2024-10-04,23:17:15,W 53 St & 10 Ave,11,11,1,0
2024-10-04,23:17:15,Broadway & W 37 St,34,20,0,0
2024-10-04,23:17:15,W 48 St &  Rockefeller Plaza,0,55,0,0
2024-10-04,23:22:16,E 48 St & 5 Ave,0,58,0,0
2024-10-04,23:22:16,Broadway & W 38 St,2,64,0,0
2024-10-04,23:22:16,W 47 St & 6 Ave,1,55,0,0
2024-10-04,23:22:16,8 Ave & W 49 St,10,46,2,0
2024-10-04,23:22:16,Broadway & W 48 St,12,77,0,1
2024-10-04,23:22:16,E 40 St & Park Ave,1,121,2,0
2024-10-04,23:22:16,W 50 St & 9 Ave,20,7,0,0
2024-10-04,23:22:16,Broadway & W 41 St,3,50,0,1
2024-10-04,23:22:16,Broadway & W 53 St,17,62,0,4
2024-10-04,23:22:16,W 35 St & 8 Ave,17,39,0,0
2024-10-04,23:22:16,W 54 St & 9 Ave,16,22,2,0
2024-10-04,23:22:16,E 35 St & Madison Ave,8,36,0,0
2024-10-04,23:22:16,W 52 St & 5 Ave,0,58,0,0
2024-10-04,23:22:16,9 Ave & W 39 St,31,0,0,3
2024-10-04,23:22:16,8 Ave & W 52 St,18,5,0,2
2024-10-04,23:22:16,8 Ave & W 31 St,54,32,0,0
2024-10-04,23:22:16,W 43 St & 6 Ave,0,58,1,0
2024-10-04,23:22:16,W 42 St & 8 Ave,36,2,0,0
2024-10-04,23:22:16,W 49 St & 8 Ave,41,22,0,0
2024-10-04,23:22:16,W 44 St & 5 Ave,1,63,0,0
2024-10-04,23:22:16,W 43 St & 10 Ave,37,69,0,1
2024-10-04,23:22:16,W 40 St & 7 Ave,29,13,0,0
2024-10-04,23:22:16,W 45 St & 8 Ave,18,41,0,2
2024-10-04,23:22:16,7 Ave & W 55 St,10,49,0,0
2024-10-04,23:22:16,W 56 St & 8 Ave,8,34,0,2
2024-10-04,23:22:16,W 41 St & 8 Ave,94,3,0,0
2024-10-04,23:22:16,Central Park S & 6 Ave,24,45,1,0
2024-10-04,23:22:16,W 37 St & 5 Ave,5,52,1,0
2024-10-04,23:22:16,6 Ave & W 34 St,39,17,0,0
2024-10-04,23:22:16,E 41 St & Madison Ave (SE corner),0,90,1,0
2024-10-04,23:22:16,W 37 St & Broadway,1,81,0,0
2024-10-04,23:22:16,W 56 St & 6 Ave,8,42,0,0
2024-10-04,23:22:16,W 42 St & Dyer Ave,18,7,0,1
2024-10-04,23:22:16,8 Ave & W 38 St,32,23,0,2
2024-10-04,23:22:16,W 50 St & 10 Ave,38,7,2,0
2024-10-04,23:22:16,Broadway & W 56 St,60,54,0,0
2024-10-04,23:22:16,W 52 St & 6 Ave,14,43,0,0
2024-10-04,23:22:16,Broadway & W 58 St,5,68,1,0
2024-10-04,23:22:16,W 51 St & Rockefeller Plaza,0,48,1,0
2024-10-04,23:22:16,Broadway & W 36 St,40,34,0,0
2024-10-04,23:22:16,6 Ave & W 33 St,0,0,0,0
2024-10-04,23:22:16,W 42 St & 6 Ave,10,37,0,0
2024-10-04,23:22:16,E 43 St & Madison Ave,5,45,0,0
2024-10-04,23:22:16,W 31 St & 7 Ave,36,39,0,0
2024-10-04,23:22:16,W 36 St & 9 Ave,9,31,0,0
2024-10-04,23:22:16,W 55 St & 6 Ave,1,73,0,0
2024-10-04,23:22:16,W 47 St & 9 Ave,34,13,0,1
2024-10-04,23:22:16,E 40 St & 5 Ave,0,87,2,0
2024-10-04,23:22:16,W 54 St & 6 Ave,1,60,0,0
2024-10-04,23:22:16,7 Ave & Central Park South,3,70,0,0
2024-10-04,23:22:16,6 Ave & W 45 St,0,63,0,0
2024-10-04,23:22:16,W 30 St & 8 Ave,40,21,0,1
2024-10-04,23:22:16,W 51 St & 6 Ave,2,71,0,0
2024-10-04,23:22:16,W 52 St & 11 Ave,21,27,0,1
2024-10-04,23:22:16,Broadway & W 51 St,11,67,7,0
2024-10-04,23:22:16,E 39 St & Lexington Ave,6,42,1,0
2024-10-04,23:22:16,W 47 St & 10 Ave,24,7,0,1
2024-10-04,23:22:16,W 53 St & 10 Ave,12,10,0,1
2024-10-04,23:22:16,Broadway & W 37 St,34,20,0,0
2024-10-04,23:22:16,W 36 St & 7 Ave,6,29,0,1
2024-10-04,23:22:16,W 48 St &  Rockefeller Plaza,0,55,0,0
2024-10-04,23:22:16,9 Ave & W 45 St,16,9,1,0
2024-10-04,23:27:17,W 35 St & 8 Ave,16,40,1,0
2024-10-04,23:27:17,E 40 St & Park Ave,1,121,0,0
2024-10-04,23:27:17,E 48 St & 5 Ave,0,58,0,0
2024-10-04,23:27:17,E 35 St & Madison Ave,9,35,0,1
2024-10-04,23:27:17,W 52 St & 5 Ave,0,58,0,0
2024-10-04,23:27:17,Broadway & W 48 St,10,78,2,0
2024-10-04,23:27:17,Broadway & W 38 St,2,64,0,0
2024-10-04,23:27:17,8 Ave & W 49 St,11,45,0,1
2024-10-04,23:27:17,W 54 St & 9 Ave,16,22,0,0
2024-10-04,23:27:17,W 47 St & 6 Ave,0,56,1,0
2024-10-04,23:27:17,W 50 St & 9 Ave,22,6,0,2
2024-10-04,23:27:17,Broadway & W 41 St,4,50,0,1
2024-10-04,23:27:17,Broadway & W 53 St,23,57,0,6
2024-10-04,23:27:17,W 43 St & 6 Ave,0,58,0,0
2024-10-04,23:27:17,9 Ave & W 39 St,30,1,1,0
2024-10-04,23:27:17,W 43 St & 10 Ave,39,67,0,2
2024-10-04,23:27:17,8 Ave & W 52 St,18,6,0,0
2024-10-04,23:27:17,W 56 St & 8 Ave,6,36,2,0
2024-10-04,23:27:17,W 49 St & 8 Ave,41,22,0,0
2024-10-04,23:27:17,W 44 St & 5 Ave,3,61,0,2
2024-10-04,23:27:17,W 45 St & 8 Ave,17,42,1,0
2024-10-04,23:27:17,W 40 St & 7 Ave,27,15,2,0
2024-10-04,23:27:17,W 42 St & 8 Ave,36,1,0,0
2024-10-04,23:27:17,7 Ave & W 55 St,10,49,0,0
2024-10-04,23:27:17,Central Park S & 6 Ave,23,45,1,0
2024-10-04,23:27:17,8 Ave & W 31 St,52,34,2,0
2024-10-04,23:27:17,W 41 St & 8 Ave,94,3,0,0
2024-10-04,23:27:17,W 42 St & Dyer Ave,18,7,0,0
2024-10-04,23:27:17,W 50 St & 10 Ave,37,8,1,0
2024-10-04,23:27:17,Broadway & W 56 St,60,54,0,0
2024-10-04,23:27:17,Broadway & W 36 St,38,36,2,0
2024-10-04,23:27:17,6 Ave & W 34 St,40,16,0,1
2024-10-04,23:27:17,W 37 St & Broadway,1,81,0,0
2024-10-04,23:27:17,E 41 St & Madison Ave (SE corner),0,90,0,0
2024-10-04,23:27:17,W 51 St & Rockefeller Plaza,0,48,0,0
2024-10-04,23:27:17,Broadway & W 58 St,5,68,0,0
2024-10-04,23:27:17,W 37 St & 5 Ave,3,54,2,0
2024-10-04,23:27:17,W 52 St & 6 Ave,14,43,0,0
2024-10-04,23:27:17,8 Ave & W 38 St,35,19,0,3
2024-10-04,23:27:17,W 56 St & 6 Ave,7,43,1,0
2024-10-04,23:27:17,W 36 St & 9 Ave,10,30,0,1
2024-10-04,23:27:17,W 51 St & 6 Ave,2,71,0,0
2024-10-04,23:27:17,W 52 St & 11 Ave,20,28,1,0
2024-10-04,23:27:17,6 Ave & W 33 St,0,0,0,0
2024-10-04,23:27:17,W 30 St & 8 Ave,40,22,0,0
2024-10-04,23:27:17,W 31 St & 7 Ave,33,43,3,0
2024-10-04,23:27:17,W 47 St & 9 Ave,33,14,1,0
2024-10-04,23:27:17,W 47 St & 10 Ave,25,6,0,1
2024-10-04,23:27:17,E 40 St & 5 Ave,1,86,0,1
2024-10-04,23:27:17,Broadway & W 51 St,4,73,7,0
2024-10-04,23:27:17,7 Ave & Central Park South,3,70,0,0
2024-10-04,23:27:17,W 55 St & 6 Ave,0,74,1,0
2024-10-04,23:27:17,W 42 St & 6 Ave,11,36,0,1
2024-10-04,23:27:17,6 Ave & W 45 St,0,63,0,0
2024-10-04,23:27:17,E 39 St & Lexington Ave,7,41,0,1
2024-10-04,23:27:17,E 43 St & Madison Ave,4,46,1,0
2024-10-04,23:27:17,W 54 St & 6 Ave,1,60,0,0
2024-10-04,23:27:17,9 Ave & W 45 St,15,10,1,0
2024-10-04,23:27:17,W 53 St & 10 Ave,12,10,0,0
2024-10-04,23:27:17,W 36 St & 7 Ave,6,29,0,0
2024-10-04,23:27:17,Broadway & W 37 St,34,20,0,0
2024-10-04,23:27:17,W 48 St &  Rockefeller Plaza,0,55,0,0
2024-10-04,23:32:18,Broadway & W 38 St,2,64,0,0
2024-10-04,23:32:18,E 35 St & Madison Ave,9,35,0,0
2024-10-04,23:32:18,W 47 St & 6 Ave,0,56,0,0
2024-10-04,23:32:18,W 35 St & 8 Ave,14,42,2,0
2024-10-04,23:32:18,W 52 St & 5 Ave,0,58,0,0
2024-10-04,23:32:18,8 Ave & W 49 St,11,45,0,0
2024-10-04,23:32:18,W 54 St & 9 Ave,19,19,0,3
2024-10-04,23:32:18,W 50 St & 9 Ave,23,5,0,1
2024-10-04,23:32:18,Broadway & W 53 St,24,56,0,1
2024-10-04,23:32:18,Broadway & W 41 St,3,51,1,0
2024-10-04,23:32:18,Broadway & W 48 St,9,79,1,0
2024-10-04,23:32:18,E 40 St & Park Ave,2,120,0,1
2024-10-04,23:32:18,E 48 St & 5 Ave,0,58,0,0
2024-10-04,23:32:18,8 Ave & W 52 St,18,8,0,0
2024-10-04,23:32:18,9 Ave & W 39 St,30,1,0,0
2024-10-04,23:32:18,W 40 St & 7 Ave,26,16,1,0
2024-10-04,23:32:18,W 43 St & 10 Ave,39,67,0,0
2024-10-04,23:32:18,7 Ave & W 55 St,9,53,1,0
2024-10-04,23:32:18,8 Ave & W 31 St,50,36,2,0
2024-10-04,23:32:18,Central Park S & 6 Ave,23,45,0,0
2024-10-04,23:32:18,W 43 St & 6 Ave,0,58,0,0
2024-10-04,23:32:18,W 41 St & 8 Ave,95,2,0,1
2024-10-04,23:32:18,W 49 St & 8 Ave,42,21,0,1
2024-10-04,23:32:18,W 42 St & 8 Ave,37,1,0,1
2024-10-04,23:32:18,W 45 St & 8 Ave,17,43,0,0
2024-10-04,23:32:18,W 56 St & 8 Ave,6,36,0,0
2024-10-04,23:32:18,W 44 St & 5 Ave,3,61,0,0
2024-10-04,23:32:18,Broadway & W 36 St,39,35,0,1
2024-10-04,23:32:18,W 37 St & 5 Ave,3,54,0,0
2024-10-04,23:32:18,W 37 St & Broadway,2,80,0,1
2024-10-04,23:32:18,8 Ave & W 38 St,34,21,1,0
2024-10-04,23:32:18,E 41 St & Madison Ave (SE corner),0,90,0,0
2024-10-04,23:32:18,W 56 St & 6 Ave,5,45,2,0
2024-10-04,23:32:18,W 42 St & Dyer Ave,20,5,0,2
2024-10-04,23:32:18,W 50 St & 10 Ave,37,8,0,0
2024-10-04,23:32:18,Broadway & W 56 St,60,54,0,0
2024-10-04,23:32:18,W 52 St & 6 Ave,13,44,1,0
2024-10-04,23:32:18,Broadway & W 58 St,4,69,1,0
2024-10-04,23:32:18,6 Ave & W 34 St,40,14,0,0
2024-10-04,23:32:18,W 51 St & Rockefeller Plaza,1,47,0,1
2024-10-04,23:32:18,W 52 St & 11 Ave,20,28,0,0
2024-10-04,23:32:18,E 43 St & Madison Ave,5,45,0,1
2024-10-04,23:32:18,W 36 St & 9 Ave,11,29,0,1
2024-10-04,23:32:18,W 55 St & 6 Ave,1,73,0,1
2024-10-04,23:32:18,W 47 St & 9 Ave,35,13,0,2
2024-10-04,23:32:18,W 42 St & 6 Ave,11,36,0,0
2024-10-04,23:32:18,E 40 St & 5 Ave,1,86,0,0
2024-10-04,23:32:18,W 30 St & 8 Ave,39,22,1,0
2024-10-04,23:32:18,W 47 St & 10 Ave,25,6,0,0
2024-10-04,23:32:18,6 Ave & W 33 St,0,0,0,0
2024-10-04,23:32:18,W 54 St & 6 Ave,1,60,0,0
2024-10-04,23:32:18,E 39 St & Lexington Ave,8,41,0,1
2024-10-04,23:32:18,6 Ave & W 45 St,1,62,0,1
2024-10-04,23:32:18,Broadway & W 51 St,1,76,3,0
2024-10-04,23:32:18,W 31 St & 7 Ave,32,44,1,0
2024-10-04,23:32:18,7 Ave & Central Park South,4,69,0,1
2024-10-04,23:32:18,W 51 St & 6 Ave,2,71,0,0
2024-10-04,23:32:18,9 Ave & W 45 St,15,10,0,0
2024-10-04,23:32:18,W 53 St & 10 Ave,9,13,3,0
2024-10-04,23:32:18,W 36 St & 7 Ave,6,29,0,0
2024-10-04,23:32:18,W 48 St &  Rockefeller Plaza,0,55,0,0
2024-10-04,23:32:18,Broadway & W 37 St,34,20,0,0
2024-10-04,23:37:19,W 35 St & 8 Ave,16,40,0,2
2024-10-04,23:37:19,Broadway & W 41 St,3,51,0,0
2024-10-04,23:37:19,W 52 St & 5 Ave,0,58,0,0
2024-10-04,23:37:19,E 48 St & 5 Ave,0,58,0,0
2024-10-04,23:37:19,E 35 St & Madison Ave,9,35,0,0
2024-10-04,23:37:19,Broadway & W 38 St,2,64,0,0
2024-10-04,23:37:19,8 Ave & W 49 St,11,45,0,0
2024-10-04,23:37:19,Broadway & W 48 St,10,79,0,1
2024-10-04,23:37:19,Broadway & W 53 St,19,63,5,0
2024-10-04,23:37:19,W 54 St & 9 Ave,17,22,2,0
2024-10-04,23:37:19,W 47 St & 6 Ave,0,56,0,0
2024-10-04,23:37:19,E 40 St & Park Ave,1,121,1,0
2024-10-04,23:37:19,W 50 St & 9 Ave,25,4,0,2
2024-10-04,23:37:19,W 43 St & 6 Ave,0,58,0,0
2024-10-04,23:37:19,8 Ave & W 52 St,16,10,2,0
2024-10-04,23:37:19,W 56 St & 8 Ave,9,33,0,3
2024-10-04,23:37:19,W 42 St & 8 Ave,38,0,0,1
2024-10-04,23:37:19,W 49 St & 8 Ave,42,21,0,0
2024-10-04,23:37:19,W 44 St & 5 Ave,2,62,1,0
2024-10-04,23:37:19,7 Ave & W 55 St,6,54,3,0
2024-10-04,23:37:19,W 41 St & 8 Ave,96,0,0,1
2024-10-04,23:37:19,W 45 St & 8 Ave,16,43,1,0
2024-10-04,23:37:19,W 40 St & 7 Ave,26,16,0,0
2024-10-04,23:37:19,9 Ave & W 39 St,31,0,0,1
2024-10-04,23:37:19,W 43 St & 10 Ave,39,67,0,0
2024-10-04,23:37:19,Central Park S & 6 Ave,23,45,0,0
2024-10-04,23:37:19,8 Ave & W 31 St,50,36,0,0
2024-10-04,23:37:19,W 56 St & 6 Ave,5,45,0,0
2024-10-04,23:37:19,W 42 St & Dyer Ave,19,6,1,0
2024-10-04,23:37:19,W 50 St & 10 Ave,35,10,2,0
2024-10-04,23:37:19,Broadway & W 58 St,6,67,0,2
2024-10-04,23:37:19,W 51 St & Rockefeller Plaza,1,47,0,0
2024-10-04,23:37:19,Broadway & W 36 St,39,35,0,0
2024-10-04,23:37:19,8 Ave & W 38 St,38,17,0,4
2024-10-04,23:37:19,W 37 St & 5 Ave,3,54,0,0
2024-10-04,23:37:19,Broadway & W 56 St,66,47,0,6
2024-10-04,23:37:19,E 41 St & Madison Ave (SE corner),0,90,0,0
2024-10-04,23:37:19,6 Ave & W 34 St,38,18,2,0
2024-10-04,23:37:19,W 52 St & 6 Ave,12,45,1,0
2024-10-04,23:37:19,W 37 St & Broadway,3,79,0,1
2024-10-04,23:37:19,W 36 St & 9 Ave,12,28,0,1
2024-10-04,23:37:19,7 Ave & Central Park South,3,70,1,0
2024-10-04,23:37:19,W 30 St & 8 Ave,39,22,0,0
2024-10-04,23:37:19,W 52 St & 11 Ave,20,28,0,0
2024-10-04,23:37:19,W 54 St & 6 Ave,1,60,0,0
2024-10-04,23:37:19,E 39 St & Lexington Ave,7,42,1,0
2024-10-04,23:37:19,W 51 St & 6 Ave,1,72,1,0
2024-10-04,23:37:19,6 Ave & W 45 St,1,62,0,0
2024-10-04,23:37:19,E 43 St & Madison Ave,5,45,0,0
2024-10-04,23:37:19,Broadway & W 51 St,1,76,0,0
2024-10-04,23:37:19,W 47 St & 10 Ave,27,4,0,2
2024-10-04,23:37:19,E 40 St & 5 Ave,1,86,0,0
2024-10-04,23:37:19,W 31 St & 7 Ave,32,45,0,0
2024-10-04,23:37:19,6 Ave & W 33 St,0,0,0,0
2024-10-04,23:37:19,W 47 St & 9 Ave,35,13,0,0
2024-10-04,23:37:19,W 55 St & 6 Ave,1,71,0,0
2024-10-04,23:37:19,W 42 St & 6 Ave,10,39,1,0
2024-10-04,23:37:19,9 Ave & W 45 St,15,10,0,0
2024-10-04,23:37:19,W 48 St &  Rockefeller Plaza,0,55,0,0
2024-10-04,23:37:19,W 36 St & 7 Ave,6,29,0,0
2024-10-04,23:37:19,W 53 St & 10 Ave,8,14,1,0
2024-10-04,23:37:19,Broadway & W 37 St,32,22,2,0
2024-10-04,23:42:20,W 47 St & 6 Ave,0,56,0,0
2024-10-04,23:42:20,E 48 St & 5 Ave,0,58,0,0
2024-10-04,23:42:20,Broadway & W 53 St,11,70,8,0
2024-10-04,23:42:20,W 52 St & 5 Ave,0,58,0,0
2024-10-04,23:42:20,W 35 St & 8 Ave,16,40,0,0
2024-10-04,23:42:20,W 54 St & 9 Ave,16,22,1,0
2024-10-04,23:42:20,8 Ave & W 49 St,11,45,0,0
2024-10-04,23:42:20,Broadway & W 41 St,3,51,0,0
2024-10-04,23:42:20,Broadway & W 38 St,2,64,0,0
2024-10-04,23:42:20,E 40 St & Park Ave,2,120,0,1
2024-10-04,23:42:20,W 50 St & 9 Ave,24,4,1,0
2024-10-04,23:42:20,E 35 St & Madison Ave,9,35,0,0
2024-10-04,23:42:20,Broadway & W 48 St,8,80,2,0
2024-10-04,23:42:20,W 56 St & 8 Ave,9,33,0,0
2024-10-04,23:42:20,W 45 St & 8 Ave,15,44,1,0
2024-10-04,23:42:20,Central Park S & 6 Ave,24,44,0,1
2024-10-04,23:42:20,8 Ave & W 31 St,50,36,0,0
2024-10-04,23:42:20,W 41 St & 8 Ave,94,1,2,0
2024-10-04,23:42:20,W 43 St & 6 Ave,0,58,0,0
2024-10-04,23:42:20,8 Ave & W 52 St,16,9,0,0
2024-10-04,23:42:20,W 42 St & 8 Ave,37,1,1,0
2024-10-04,23:42:20,W 49 St & 8 Ave,42,21,0,0
2024-10-04,23:42:20,W 40 St & 7 Ave,27,15,0,1
2024-10-04,23:42:20,9 Ave & W 39 St,29,2,2,0
2024-10-04,23:42:20,W 44 St & 5 Ave,2,62,0,0
2024-10-04,23:42:20,W 43 St & 10 Ave,37,67,2,0
2024-10-04,23:42:20,7 Ave & W 55 St,6,55,0,0
2024-10-04,23:42:20,W 51 St & Rockefeller Plaza,1,47,0,0
2024-10-04,23:42:20,Broadway & W 36 St,39,35,0,0
2024-10-04,23:42:20,W 37 St & 5 Ave,5,52,0,2
2024-10-04,23:42:20,6 Ave & W 34 St,36,20,2,0
2024-10-04,23:42:20,W 37 St & Broadway,3,79,0,0
2024-10-04,23:42:20,W 56 St & 6 Ave,5,45,0,0
2024-10-04,23:42:20,8 Ave & W 38 St,39,16,0,1
2024-10-04,23:42:20,E 41 St & Madison Ave (SE corner),0,90,0,0
2024-10-04,23:42:20,W 42 St & Dyer Ave,19,6,0,0
2024-10-04,23:42:20,W 50 St & 10 Ave,35,10,0,0
2024-10-04,23:42:20,Broadway & W 58 St,2,71,4,0
2024-10-04,23:42:20,W 52 St & 6 Ave,12,45,0,0
2024-10-04,23:42:20,Broadway & W 56 St,70,42,0,4
2024-10-04,23:42:20,6 Ave & W 33 St,0,0,0,0
2024-10-04,23:42:20,E 43 St & Madison Ave,6,44,0,1
2024-10-04,23:42:20,W 31 St & 7 Ave,31,45,1,0
2024-10-04,23:42:20,Broadway & W 51 St,1,76,0,0
2024-10-04,23:42:20,W 55 St & 6 Ave,5,69,0,4
2024-10-04,23:42:20,E 40 St & 5 Ave,1,86,0,0
2024-10-04,23:42:20,W 36 St & 9 Ave,14,26,0,2
2024-10-04,23:42:20,6 Ave & W 45 St,1,62,0,0
2024-10-04,23:42:20,W 54 St & 6 Ave,1,60,0,0
2024-10-04,23:42:20,E 39 St & Lexington Ave,6,42,1,0
2024-10-04,23:42:20,W 51 St & 6 Ave,1,72,0,0
2024-10-04,23:42:20,W 30 St & 8 Ave,39,22,0,0
2024-10-04,23:42:20,W 47 St & 9 Ave,37,11,0,2
2024-10-04,23:42:20,W 42 St & 6 Ave,7,40,3,0
2024-10-04,23:42:20,7 Ave & Central Park South,3,70,0,0
2024-10-04,23:42:20,W 52 St & 11 Ave,20,28,0,0
2024-10-04,23:42:20,W 47 St & 10 Ave,27,2,0,0
2024-10-04,23:42:20,9 Ave & W 45 St,16,9,0,1
2024-10-04,23:42:20,W 53 St & 10 Ave,8,14,0,0
2024-10-04,23:42:20,W 36 St & 7 Ave,5,30,1,0
2024-10-04,23:42:20,W 48 St &  Rockefeller Plaza,0,55,0,0
2024-10-04,23:42:20,Broadway & W 37 St,32,22,0,0
2024-10-04,23:47:21,W 35 St & 8 Ave,16,40,0,0
2024-10-04,23:47:21,Broadway & W 53 St,5,76,6,0
2024-10-04,23:47:21,Broadway & W 48 St,8,80,0,0
2024-10-04,23:47:21,Broadway & W 41 St,3,51,0,0
2024-10-04,23:47:21,8 Ave & W 49 St,10,46,1,0
2024-10-04,23:47:21,Broadway & W 38 St,2,64,0,0
2024-10-04,23:47:21,E 48 St & 5 Ave,0,58,0,0
2024-10-04,23:47:21,E 35 St & Madison Ave,7,37,2,0
2024-10-04,23:47:21,E 40 St & Park Ave,1,121,1,0
2024-10-04,23:47:21,W 52 St & 5 Ave,0,58,0,0
2024-10-04,23:47:21,W 54 St & 9 Ave,16,22,0,0
2024-10-04,23:47:21,W 47 St & 6 Ave,0,56,0,0
2024-10-04,23:47:21,W 50 St & 9 Ave,23,5,1,0
2024-10-04,23:47:21,8 Ave & W 31 St,53,33,0,3
2024-10-04,23:47:21,W 41 St & 8 Ave,95,0,0,1
2024-10-04,23:47:21,W 43 St & 6 Ave,1,57,0,1
2024-10-04,23:47:21,8 Ave & W 52 St,18,7,0,2
2024-10-04,23:47:21,9 Ave & W 39 St,31,0,0,2
2024-10-04,23:47:21,W 56 St & 8 Ave,9,33,0,0
2024-10-04,23:47:21,W 44 St & 5 Ave,2,62,0,0
2024-10-04,23:47:21,W 43 St & 10 Ave,41,64,0,4
2024-10-04,23:47:21,W 42 St & 8 Ave,35,3,2,0
2024-10-04,23:47:21,7 Ave & W 55 St,5,55,1,0
2024-10-04,23:47:21,W 40 St & 7 Ave,27,15,0,0
2024-10-04,23:47:21,Central Park S & 6 Ave,25,43,0,1
2024-10-04,23:47:21,W 45 St & 8 Ave,14,45,1,0
2024-10-04,23:47:21,W 49 St & 8 Ave,43,20,0,1
2024-10-04,23:47:21,W 56 St & 6 Ave,5,45,0,0
2024-10-04,23:47:21,W 42 St & Dyer Ave,19,6,0,0
2024-10-04,23:47:21,W 50 St & 10 Ave,33,12,2,0
2024-10-04,23:47:21,Broadway & W 58 St,2,71,0,0
2024-10-04,23:47:21,W 51 St & Rockefeller Plaza,1,47,0,0
2024-10-04,23:47:21,Broadway & W 36 St,39,35,0,0
2024-10-04,23:47:21,8 Ave & W 38 St,39,16,0,0
2024-10-04,23:47:21,W 37 St & 5 Ave,6,51,0,1
2024-10-04,23:47:21,Broadway & W 56 St,76,37,0,6
2024-10-04,23:47:21,W 37 St & Broadway,4,78,0,1
2024-10-04,23:47:21,6 Ave & W 34 St,39,17,0,3
2024-10-04,23:47:21,E 41 St & Madison Ave (SE corner),0,90,0,0
2024-10-04,23:47:21,W 52 St & 6 Ave,12,45,0,0
2024-10-04,23:47:21,W 54 St & 6 Ave,1,60,0,0
2024-10-04,23:47:21,6 Ave & W 33 St,0,0,0,0
2024-10-04,23:47:21,W 52 St & 11 Ave,21,27,0,1
2024-10-04,23:47:21,W 47 St & 10 Ave,29,1,0,2
2024-10-04,23:47:21,W 51 St & 6 Ave,1,72,0,0
2024-10-04,23:47:21,W 30 St & 8 Ave,40,20,0,1
2024-10-04,23:47:21,E 39 St & Lexington Ave,5,44,1,0
2024-10-04,23:47:21,W 55 St & 6 Ave,5,69,0,0
2024-10-04,23:47:21,6 Ave & W 45 St,1,62,0,0
2024-10-04,23:47:21,E 43 St & Madison Ave,3,47,3,0
2024-10-04,23:47:21,W 36 St & 9 Ave,14,25,0,0
2024-10-04,23:47:21,Broadway & W 51 St,1,76,0,0
2024-10-04,23:47:21,W 42 St & 6 Ave,7,40,0,0
2024-10-04,23:47:21,W 31 St & 7 Ave,31,45,0,0
2024-10-04,23:47:21,E 40 St & 5 Ave,1,86,0,0
2024-10-04,23:47:21,7 Ave & Central Park South,3,70,0,0
2024-10-04,23:47:21,W 47 St & 9 Ave,36,12,1,0
2024-10-04,23:47:21,Broadway & W 37 St,32,22,0,0
2024-10-04,23:47:21,9 Ave & W 45 St,18,7,0,2
2024-10-04,23:47:21,W 36 St & 7 Ave,6,29,0,1
2024-10-04,23:47:21,W 48 St &  Rockefeller Plaza,0,55,0,0
2024-10-04,23:47:21,W 53 St & 10 Ave,8,14,0,0
2024-10-04,23:52:22,Broadway & W 48 St,8,80,0,0
2024-10-04,23:52:22,E 40 St & Park Ave,1,121,0,0
2024-10-04,23:52:22,Broadway & W 38 St,2,64,0,0
2024-10-04,23:52:22,E 35 St & Madison Ave,7,37,0,0
2024-10-04,23:52:22,E 48 St & 5 Ave,0,58,0,0
2024-10-04,23:52:22,W 47 St & 6 Ave,0,56,0,0
2024-10-04,23:52:22,Broadway & W 41 St,2,52,1,0
2024-10-04,23:52:22,Broadway & W 53 St,3,78,2,0
2024-10-04,23:52:22,W 52 St & 5 Ave,4,54,0,4
2024-10-04,23:52:22,W 35 St & 8 Ave,14,43,2,0
2024-10-04,23:52:22,8 Ave & W 49 St,8,48,2,0
2024-10-04,23:52:22,W 54 St & 9 Ave,19,19,0,3
2024-10-04,23:52:22,W 50 St & 9 Ave,20,8,3,0
