date,time,station_name,num_bikes_available,num_docks_available,bikes_rented,bikes_returned
2024-10-03,13:23:30,W 47 St & 10 Ave,0,37,0,0
2024-10-03,13:23:30,W 36 St & 9 Ave,11,31,0,0
2024-10-03,13:23:30,6 Ave & W 45 St,57,7,1,0
2024-10-03,13:23:30,7 Ave & Central Park South,35,43,6,0
2024-10-03,13:23:30,W 42 St & 6 Ave,50,0,0,1
2024-10-03,13:23:30,W 51 St & 6 Ave,71,6,2,0
2024-10-03,13:23:30,W 52 St & 11 Ave,20,28,0,0
2024-10-03,13:23:30,E 40 St & 5 Ave,86,5,1,0
2024-10-03,13:23:30,E 39 St & Lexington Ave,46,11,0,0
2024-10-03,13:23:30,Broadway & W 51 St,62,14,0,1
2024-10-03,13:23:30,W 54 St & 6 Ave,60,1,0,3
2024-10-03,13:23:30,W 47 St & 9 Ave,0,52,2,0
2024-10-03,13:23:30,W 30 St & 8 Ave,29,34,0,0
2024-10-03,13:23:30,E 43 St & Madison Ave,42,9,3,0
2024-10-03,13:23:30,6 Ave & W 33 St,7,63,2,0
2024-10-03,13:23:30,W 31 St & 7 Ave,7,74,0,1
2024-10-03,13:23:30,W 55 St & 6 Ave,60,14,2,0
2024-10-03,13:23:30,W 36 St & 7 Ave,11,25,2,0
2024-10-03,13:23:30,W 48 St &  Rockefeller Plaza,55,1,0,0
2024-10-03,13:23:30,Broadway & W 37 St,16,40,0,0
2024-10-03,13:23:30,9 Ave & W 45 St,11,16,0,3
2024-10-03,13:23:30,W 53 St & 10 Ave,16,10,2,0
2024-10-03,13:28:31,W 50 St & 9 Ave,1,28,0,1
2024-10-03,13:28:31,W 52 St & 5 Ave,59,0,0,1
2024-10-03,13:28:31,E 48 St & 5 Ave,61,0,0,1
2024-10-03,13:28:31,W 47 St & 6 Ave,47,13,1,0
2024-10-03,13:28:31,W 54 St & 9 Ave,3,36,0,3
2024-10-03,13:28:31,E 35 St & Madison Ave,23,26,0,0
2024-10-03,13:28:31,W 35 St & 8 Ave,28,28,1,0
2024-10-03,13:28:31,8 Ave & W 49 St,18,43,2,0
2024-10-03,13:28:31,E 40 St & Park Ave,107,15,2,0
2024-10-03,13:28:31,Broadway & W 48 St,72,24,1,0
2024-10-03,13:28:31,Broadway & W 38 St,12,51,1,0
2024-10-03,13:28:31,Broadway & W 53 St,69,8,5,0
2024-10-03,13:28:31,Broadway & W 41 St,41,8,1,0
2024-10-03,13:28:31,W 44 St & 5 Ave,61,6,0,0
2024-10-03,13:28:31,Central Park S & 6 Ave,39,31,3,0
2024-10-03,13:28:31,W 43 St & 10 Ave,2,108,0,2
2024-10-03,13:28:31,W 49 St & 8 Ave,46,20,0,1
2024-10-03,13:28:31,9 Ave & W 39 St,7,27,0,0
2024-10-03,13:28:31,W 41 St & 8 Ave,18,77,0,2
2024-10-03,13:28:31,W 45 St & 8 Ave,20,45,1,0
2024-10-03,13:28:31,8 Ave & W 52 St,10,21,0,0
2024-10-03,13:28:31,W 40 St & 7 Ave,27,14,0,4
2024-10-03,13:28:31,7 Ave & W 55 St,50,14,0,0
2024-10-03,13:28:31,8 Ave & W 31 St,28,65,0,0
2024-10-03,13:28:31,W 42 St & 8 Ave,9,28,0,0
2024-10-03,13:28:31,W 56 St & 8 Ave,39,5,3,0
2024-10-03,13:28:31,W 43 St & 6 Ave,57,3,0,1
2024-10-03,13:28:31,W 51 St & Rockefeller Plaza,48,0,0,0
2024-10-03,13:28:31,W 56 St & 6 Ave,25,24,0,2
2024-10-03,13:28:31,8 Ave & W 38 St,14,49,1,0
2024-10-03,13:28:31,Broadway & W 36 St,72,4,0,2
2024-10-03,13:28:31,W 50 St & 10 Ave,3,50,1,0
2024-10-03,13:28:31,W 37 St & Broadway,69,13,2,0
2024-10-03,13:28:31,W 52 St & 6 Ave,51,5,0,0
2024-10-03,13:28:31,W 37 St & 5 Ave,53,7,0,1
2024-10-03,13:28:31,E 41 St & Madison Ave (SE corner),80,9,1,0
2024-10-03,13:28:31,Broadway & W 56 St,69,40,0,1
2024-10-03,13:28:31,Broadway & W 58 St,46,26,3,0
2024-10-03,13:28:31,W 42 St & Dyer Ave,6,23,0,1
2024-10-03,13:28:31,6 Ave & W 34 St,12,51,0,3
2024-10-03,13:28:31,W 51 St & 6 Ave,72,5,0,1
2024-10-03,13:28:31,W 42 St & 6 Ave,50,0,0,0
2024-10-03,13:28:31,E 39 St & Lexington Ave,46,11,0,0
2024-10-03,13:28:31,W 31 St & 7 Ave,8,73,0,1
2024-10-03,13:28:31,6 Ave & W 33 St,8,63,0,1
2024-10-03,13:28:31,W 47 St & 10 Ave,0,37,0,0
2024-10-03,13:28:31,W 52 St & 11 Ave,18,31,2,0
2024-10-03,13:28:31,E 43 St & Madison Ave,39,12,3,0
2024-10-03,13:28:31,W 54 St & 6 Ave,59,2,1,0
2024-10-03,13:28:31,6 Ave & W 45 St,56,8,1,0
2024-10-03,13:28:31,7 Ave & Central Park South,39,41,0,4
2024-10-03,13:28:31,W 36 St & 9 Ave,12,30,0,1
2024-10-03,13:28:31,W 30 St & 8 Ave,29,33,0,0
2024-10-03,13:28:31,E 40 St & 5 Ave,86,6,0,0
2024-10-03,13:28:31,Broadway & W 51 St,61,13,1,0
2024-10-03,13:28:31,W 55 St & 6 Ave,59,15,1,0
2024-10-03,13:28:31,W 47 St & 9 Ave,1,51,0,1
2024-10-03,13:28:31,Broadway & W 37 St,16,40,0,0
2024-10-03,13:28:31,9 Ave & W 45 St,12,14,0,1
2024-10-03,13:28:31,W 48 St &  Rockefeller Plaza,56,0,0,1
2024-10-03,13:28:31,W 36 St & 7 Ave,14,23,0,3
2024-10-03,13:28:31,W 53 St & 10 Ave,18,8,0,2
2024-10-03,13:33:32,E 48 St & 5 Ave,61,0,0,0
2024-10-03,13:33:32,8 Ave & W 49 St,17,44,1,0
2024-10-03,13:33:32,W 35 St & 8 Ave,28,28,0,0
2024-10-03,13:33:32,Broadway & W 41 St,40,9,1,0
2024-10-03,13:33:32,W 50 St & 9 Ave,1,28,0,0
2024-10-03,13:33:32,W 52 St & 5 Ave,59,0,0,0
2024-10-03,13:33:32,W 54 St & 9 Ave,4,35,0,1
2024-10-03,13:33:32,E 40 St & Park Ave,106,14,1,0
2024-10-03,13:33:32,W 47 St & 6 Ave,48,12,0,1
2024-10-03,13:33:32,Broadway & W 38 St,11,51,1,0
2024-10-03,13:33:32,Broadway & W 48 St,71,24,1,0
2024-10-03,13:33:32,Broadway & W 53 St,72,8,0,3
2024-10-03,13:33:32,E 35 St & Madison Ave,22,25,1,0
2024-10-03,13:33:32,W 49 St & 8 Ave,46,20,0,0
2024-10-03,13:33:32,8 Ave & W 31 St,30,63,0,2
2024-10-03,13:33:32,7 Ave & W 55 St,48,16,2,0
2024-10-03,13:33:32,W 40 St & 7 Ave,27,14,0,0
2024-10-03,13:33:32,W 43 St & 10 Ave,2,108,0,0
2024-10-03,13:33:32,8 Ave & W 52 St,9,21,1,0
2024-10-03,13:33:32,9 Ave & W 39 St,7,27,0,0
2024-10-03,13:33:32,W 45 St & 8 Ave,21,43,0,1
2024-10-03,13:33:32,W 41 St & 8 Ave,19,77,0,1
2024-10-03,13:33:32,W 56 St & 8 Ave,38,5,1,0
2024-10-03,13:33:32,W 43 St & 6 Ave,56,4,1,0
2024-10-03,13:33:32,Central Park S & 6 Ave,42,30,0,3
2024-10-03,13:33:32,W 44 St & 5 Ave,63,3,0,2
2024-10-03,13:33:32,W 42 St & 8 Ave,13,23,0,4
2024-10-03,13:33:32,W 37 St & Broadway,68,14,1,0
2024-10-03,13:33:32,W 56 St & 6 Ave,27,22,0,2
2024-10-03,13:33:32,W 37 St & 5 Ave,52,7,1,0
2024-10-03,13:33:32,E 41 St & Madison Ave (SE corner),82,8,0,2
2024-10-03,13:33:32,Broadway & W 58 St,50,26,0,4
2024-10-03,13:33:32,6 Ave & W 34 St,12,52,0,0
2024-10-03,13:33:32,8 Ave & W 38 St,14,49,0,0
2024-10-03,13:33:32,W 50 St & 10 Ave,4,49,0,1
2024-10-03,13:33:32,W 51 St & Rockefeller Plaza,48,0,0,0
2024-10-03,13:33:32,Broadway & W 36 St,75,1,0,3
2024-10-03,13:33:32,W 52 St & 6 Ave,52,5,0,1
2024-10-03,13:33:32,Broadway & W 56 St,74,38,0,5
2024-10-03,13:33:32,W 42 St & Dyer Ave,7,23,0,1
2024-10-03,13:33:32,W 52 St & 11 Ave,16,32,2,0
2024-10-03,13:33:32,W 55 St & 6 Ave,60,14,0,1
2024-10-03,13:33:32,W 36 St & 9 Ave,13,29,0,1
2024-10-03,13:33:32,W 47 St & 9 Ave,0,52,1,0
2024-10-03,13:33:32,W 31 St & 7 Ave,12,69,0,4
2024-10-03,13:33:32,W 51 St & 6 Ave,74,2,0,2
2024-10-03,13:33:32,W 42 St & 6 Ave,45,5,5,0
2024-10-03,13:33:32,W 54 St & 6 Ave,58,3,1,0
2024-10-03,13:33:32,W 30 St & 8 Ave,30,32,0,1
2024-10-03,13:33:32,Broadway & W 51 St,62,13,0,1
2024-10-03,13:33:32,6 Ave & W 33 St,9,60,0,1
2024-10-03,13:33:32,W 47 St & 10 Ave,2,35,0,2
2024-10-03,13:33:32,E 40 St & 5 Ave,83,8,3,0
2024-10-03,13:33:32,6 Ave & W 45 St,57,7,0,1
2024-10-03,13:33:32,7 Ave & Central Park South,37,41,2,0
2024-10-03,13:33:32,E 43 St & Madison Ave,41,8,0,2
2024-10-03,13:33:32,E 39 St & Lexington Ave,46,11,0,0
2024-10-03,13:33:32,W 53 St & 10 Ave,16,10,2,0
2024-10-03,13:33:32,Broadway & W 37 St,16,40,0,0
2024-10-03,13:33:32,W 36 St & 7 Ave,14,22,0,0
2024-10-03,13:33:32,W 48 St &  Rockefeller Plaza,56,0,0,0
2024-10-03,13:33:32,9 Ave & W 45 St,10,17,2,0
2024-10-03,13:38:33,Broadway & W 48 St,73,23,0,2
2024-10-03,13:38:33,W 50 St & 9 Ave,2,27,0,1
2024-10-03,13:38:33,Broadway & W 38 St,10,52,1,0
2024-10-03,13:38:33,E 35 St & Madison Ave,24,23,0,2
2024-10-03,13:38:33,Broadway & W 53 St,75,9,0,3
2024-10-03,13:38:33,E 48 St & 5 Ave,60,1,1,0
2024-10-03,13:38:33,8 Ave & W 49 St,16,46,1,0
2024-10-03,13:38:33,Broadway & W 41 St,40,8,0,0
2024-10-03,13:38:33,W 54 St & 9 Ave,5,35,0,1
2024-10-03,13:38:33,W 35 St & 8 Ave,30,26,0,2
2024-10-03,13:38:33,E 40 St & Park Ave,108,14,0,2
2024-10-03,13:38:33,W 47 St & 6 Ave,47,12,1,0
2024-10-03,13:38:33,W 52 St & 5 Ave,55,0,4,0
2024-10-03,13:38:33,W 42 St & 8 Ave,16,21,0,3
2024-10-03,13:38:33,8 Ave & W 52 St,8,22,1,0
2024-10-03,13:38:33,W 43 St & 10 Ave,1,109,1,0
2024-10-03,13:38:33,7 Ave & W 55 St,48,16,0,0
2024-10-03,13:38:33,W 44 St & 5 Ave,64,3,0,1
2024-10-03,13:38:33,W 41 St & 8 Ave,19,77,0,0
2024-10-03,13:38:33,W 43 St & 6 Ave,56,4,0,0
2024-10-03,13:38:33,W 56 St & 8 Ave,37,7,1,0
2024-10-03,13:38:33,Central Park S & 6 Ave,42,29,0,0
2024-10-03,13:38:33,W 49 St & 8 Ave,46,20,0,0
2024-10-03,13:38:33,8 Ave & W 31 St,33,60,0,3
2024-10-03,13:38:33,9 Ave & W 39 St,6,28,1,0
2024-10-03,13:38:33,W 45 St & 8 Ave,20,45,1,0
2024-10-03,13:38:33,W 40 St & 7 Ave,25,16,2,0
2024-10-03,13:38:33,Broadway & W 58 St,49,26,1,0
2024-10-03,13:38:33,W 42 St & Dyer Ave,10,20,0,3
2024-10-03,13:38:33,W 52 St & 6 Ave,50,6,2,0
2024-10-03,13:38:33,W 56 St & 6 Ave,29,20,0,2
2024-10-03,13:38:33,8 Ave & W 38 St,14,49,0,0
2024-10-03,13:38:33,W 51 St & Rockefeller Plaza,46,1,2,0
2024-10-03,13:38:33,E 41 St & Madison Ave (SE corner),81,9,1,0
2024-10-03,13:38:33,W 37 St & Broadway,69,13,0,1
2024-10-03,13:38:33,Broadway & W 56 St,75,37,0,1
2024-10-03,13:38:33,W 37 St & 5 Ave,53,6,0,1
2024-10-03,13:38:33,W 50 St & 10 Ave,6,47,0,2
2024-10-03,13:38:33,Broadway & W 36 St,75,0,0,0
2024-10-03,13:38:33,6 Ave & W 34 St,14,50,0,2
2024-10-03,13:38:33,W 55 St & 6 Ave,57,17,3,0
2024-10-03,13:38:33,W 47 St & 9 Ave,0,52,0,0
2024-10-03,13:38:33,W 30 St & 8 Ave,30,32,0,0
2024-10-03,13:38:33,W 36 St & 9 Ave,12,30,1,0
2024-10-03,13:38:33,W 31 St & 7 Ave,9,72,3,0
2024-10-03,13:38:33,W 52 St & 11 Ave,16,31,0,0
2024-10-03,13:38:33,7 Ave & Central Park South,34,44,3,0
2024-10-03,13:38:33,W 51 St & 6 Ave,77,0,0,3
2024-10-03,13:38:33,W 42 St & 6 Ave,45,5,0,0
2024-10-03,13:38:33,6 Ave & W 45 St,58,6,0,1
2024-10-03,13:38:33,W 54 St & 6 Ave,58,3,0,0
2024-10-03,13:38:33,Broadway & W 51 St,63,12,0,1
2024-10-03,13:38:33,E 43 St & Madison Ave,44,7,0,3
2024-10-03,13:38:33,E 39 St & Lexington Ave,46,11,0,0
2024-10-03,13:38:33,6 Ave & W 33 St,9,62,0,0
2024-10-03,13:38:33,W 47 St & 10 Ave,3,33,0,1
2024-10-03,13:38:33,E 40 St & 5 Ave,82,9,1,0
2024-10-03,13:38:33,W 36 St & 7 Ave,15,21,0,1
2024-10-03,13:38:33,W 53 St & 10 Ave,15,11,1,0
2024-10-03,13:38:33,9 Ave & W 45 St,9,21,1,0
2024-10-03,13:38:33,Broadway & W 37 St,16,40,0,0
2024-10-03,13:38:33,W 48 St &  Rockefeller Plaza,56,0,0,0
2024-10-03,13:43:34,E 48 St & 5 Ave,61,0,0,1
2024-10-03,13:43:34,W 54 St & 9 Ave,4,36,1,0
2024-10-03,13:43:34,W 35 St & 8 Ave,30,26,0,0
2024-10-03,13:43:34,8 Ave & W 49 St,15,45,1,0
2024-10-03,13:43:34,Broadway & W 41 St,41,7,0,1
2024-10-03,13:43:34,Broadway & W 53 St,73,11,2,0
2024-10-03,13:43:34,W 50 St & 9 Ave,0,29,2,0
2024-10-03,13:43:34,E 40 St & Park Ave,107,15,1,0
2024-10-03,13:43:34,E 35 St & Madison Ave,25,21,0,1
2024-10-03,13:43:34,W 52 St & 5 Ave,57,0,0,2
2024-10-03,13:43:34,Broadway & W 38 St,8,54,2,0
2024-10-03,13:43:34,Broadway & W 48 St,78,18,0,5
2024-10-03,13:43:34,W 47 St & 6 Ave,49,10,0,2
2024-10-03,13:43:34,W 43 St & 6 Ave,55,4,1,0
2024-10-03,13:43:34,W 45 St & 8 Ave,17,48,3,0
2024-10-03,13:43:34,8 Ave & W 31 St,32,61,1,0
2024-10-03,13:43:34,7 Ave & W 55 St,48,16,0,0
2024-10-03,13:43:34,W 40 St & 7 Ave,23,18,2,0
2024-10-03,13:43:34,W 43 St & 10 Ave,1,109,0,0
2024-10-03,13:43:34,W 42 St & 8 Ave,18,19,0,2
2024-10-03,13:43:34,W 49 St & 8 Ave,46,20,0,0
2024-10-03,13:43:34,8 Ave & W 52 St,7,23,1,0
2024-10-03,13:43:34,W 44 St & 5 Ave,67,0,0,3
2024-10-03,13:43:34,9 Ave & W 39 St,4,29,2,0
2024-10-03,13:43:34,W 56 St & 8 Ave,38,4,0,1
2024-10-03,13:43:34,W 41 St & 8 Ave,18,78,1,0
2024-10-03,13:43:34,Central Park S & 6 Ave,47,25,0,5
2024-10-03,13:43:34,6 Ave & W 34 St,16,48,0,2
2024-10-03,13:43:34,W 37 St & Broadway,69,13,0,0
2024-10-03,13:43:34,W 42 St & Dyer Ave,8,22,2,0
2024-10-03,13:43:34,Broadway & W 58 St,46,29,3,0
2024-10-03,13:43:34,W 52 St & 6 Ave,50,7,0,0
2024-10-03,13:43:34,W 51 St & Rockefeller Plaza,46,1,0,0
2024-10-03,13:43:34,Broadway & W 56 St,75,37,0,0
2024-10-03,13:43:34,E 41 St & Madison Ave (SE corner),79,10,2,0
2024-10-03,13:43:34,W 50 St & 10 Ave,6,48,0,0
2024-10-03,13:43:34,W 56 St & 6 Ave,28,20,1,0
2024-10-03,13:43:34,W 37 St & 5 Ave,54,5,0,1
2024-10-03,13:43:34,8 Ave & W 38 St,14,48,0,0
2024-10-03,13:43:34,Broadway & W 36 St,76,0,0,1
2024-10-03,13:43:34,E 40 St & 5 Ave,83,8,0,1
2024-10-03,13:43:34,6 Ave & W 33 St,7,64,2,0
2024-10-03,13:43:34,W 47 St & 10 Ave,4,33,0,1
2024-10-03,13:43:34,W 55 St & 6 Ave,56,18,1,0
2024-10-03,13:43:34,W 36 St & 9 Ave,12,30,0,0
2024-10-03,13:43:34,W 47 St & 9 Ave,1,51,0,1
2024-10-03,13:43:34,W 52 St & 11 Ave,20,28,0,4
2024-10-03,13:43:34,W 51 St & 6 Ave,77,0,0,0
2024-10-03,13:43:34,7 Ave & Central Park South,32,46,2,0
2024-10-03,13:43:34,W 31 St & 7 Ave,9,71,0,0
2024-10-03,13:43:34,W 30 St & 8 Ave,29,33,1,0
2024-10-03,13:43:34,Broadway & W 51 St,57,10,6,0
2024-10-03,13:43:34,W 42 St & 6 Ave,48,1,0,3
2024-10-03,13:43:34,W 54 St & 6 Ave,58,3,0,0
2024-10-03,13:43:34,E 39 St & Lexington Ave,45,12,1,0
2024-10-03,13:43:34,E 43 St & Madison Ave,43,8,1,0
2024-10-03,13:43:34,6 Ave & W 45 St,55,10,3,0
2024-10-03,13:43:34,W 48 St &  Rockefeller Plaza,55,1,1,0
2024-10-03,13:43:34,W 53 St & 10 Ave,14,12,1,0
2024-10-03,13:43:34,W 36 St & 7 Ave,16,20,0,1
2024-10-03,13:43:34,Broadway & W 37 St,17,38,0,1
2024-10-03,13:43:34,9 Ave & W 45 St,7,22,2,0
2024-10-03,13:48:35,Broadway & W 53 St,74,11,0,1
2024-10-03,13:48:35,E 48 St & 5 Ave,59,2,2,0
2024-10-03,13:48:35,Broadway & W 41 St,41,7,0,0
2024-10-03,13:48:35,E 35 St & Madison Ave,27,20,0,2
2024-10-03,13:48:35,W 52 St & 5 Ave,59,0,0,2
2024-10-03,13:48:35,W 54 St & 9 Ave,3,37,1,0
2024-10-03,13:48:35,W 35 St & 8 Ave,28,28,2,0
2024-10-03,13:48:35,W 50 St & 9 Ave,0,29,0,0
2024-10-03,13:48:35,W 47 St & 6 Ave,50,8,0,1
2024-10-03,13:48:35,E 40 St & Park Ave,108,15,0,1
2024-10-03,13:48:35,Broadway & W 48 St,77,19,1,0
2024-10-03,13:48:35,Broadway & W 38 St,8,55,0,0
2024-10-03,13:48:35,8 Ave & W 49 St,15,45,0,0
2024-10-03,13:48:35,8 Ave & W 52 St,5,25,2,0
2024-10-03,13:48:35,W 43 St & 10 Ave,2,108,0,1
2024-10-03,13:48:35,W 41 St & 8 Ave,20,76,0,2
2024-10-03,13:48:35,W 56 St & 8 Ave,42,2,0,4
2024-10-03,13:48:35,W 42 St & 8 Ave,18,19,0,0
2024-10-03,13:48:35,9 Ave & W 39 St,0,33,4,0
2024-10-03,13:48:35,Central Park S & 6 Ave,46,26,1,0
2024-10-03,13:48:35,W 40 St & 7 Ave,23,18,0,0
2024-10-03,13:48:35,W 43 St & 6 Ave,57,1,0,2
2024-10-03,13:48:35,W 44 St & 5 Ave,67,0,0,0
2024-10-03,13:48:35,7 Ave & W 55 St,47,17,1,0
2024-10-03,13:48:35,W 45 St & 8 Ave,19,45,0,2
2024-10-03,13:48:35,W 49 St & 8 Ave,48,16,0,2
2024-10-03,13:48:35,8 Ave & W 31 St,31,62,1,0
2024-10-03,13:48:35,W 52 St & 6 Ave,50,7,0,0
2024-10-03,13:48:35,Broadway & W 56 St,77,35,0,2
2024-10-03,13:48:35,W 37 St & 5 Ave,54,5,0,0
2024-10-03,13:48:35,E 41 St & Madison Ave (SE corner),81,9,0,2
2024-10-03,13:48:35,6 Ave & W 34 St,18,46,0,2
2024-10-03,13:48:35,W 56 St & 6 Ave,29,20,0,1
2024-10-03,13:48:35,W 51 St & Rockefeller Plaza,46,1,0,0
2024-10-03,13:48:35,W 50 St & 10 Ave,5,48,1,0
2024-10-03,13:48:35,W 37 St & Broadway,70,11,0,1
2024-10-03,13:48:35,8 Ave & W 38 St,16,47,0,2
2024-10-03,13:48:35,Broadway & W 58 St,48,27,0,2
2024-10-03,13:48:35,W 42 St & Dyer Ave,9,22,0,1
2024-10-03,13:48:35,Broadway & W 36 St,76,1,0,0
2024-10-03,13:48:35,W 47 St & 9 Ave,1,51,0,0
2024-10-03,13:48:35,Broadway & W 51 St,62,10,0,5
2024-10-03,13:48:35,W 42 St & 6 Ave,50,0,0,2
2024-10-03,13:48:35,W 55 St & 6 Ave,56,18,0,0
2024-10-03,13:48:35,E 39 St & Lexington Ave,45,12,0,0
2024-10-03,13:48:35,E 43 St & Madison Ave,43,8,0,0
2024-10-03,13:48:35,W 52 St & 11 Ave,19,29,1,0
2024-10-03,13:48:35,6 Ave & W 33 St,7,64,0,0
2024-10-03,13:48:35,E 40 St & 5 Ave,83,8,0,0
2024-10-03,13:48:35,W 31 St & 7 Ave,6,75,3,0
2024-10-03,13:48:35,6 Ave & W 45 St,52,12,3,0
2024-10-03,13:48:35,W 47 St & 10 Ave,2,35,2,0
2024-10-03,13:48:35,W 51 St & 6 Ave,74,3,3,0
2024-10-03,13:48:35,W 30 St & 8 Ave,27,34,2,0
2024-10-03,13:48:35,W 36 St & 9 Ave,11,31,1,0
2024-10-03,13:48:35,W 54 St & 6 Ave,57,4,1,0
2024-10-03,13:48:35,7 Ave & Central Park South,31,47,1,0
2024-10-03,13:48:35,Broadway & W 37 St,18,38,0,1
2024-10-03,13:48:35,W 36 St & 7 Ave,16,20,0,0
2024-10-03,13:48:35,W 53 St & 10 Ave,14,12,0,0
2024-10-03,13:48:35,9 Ave & W 45 St,10,19,0,3
2024-10-03,13:48:35,W 48 St &  Rockefeller Plaza,55,1,0,0
2024-10-03,13:53:36,W 52 St & 5 Ave,59,0,0,0
2024-10-03,13:53:36,E 48 St & 5 Ave,57,4,2,0
2024-10-03,13:53:36,W 54 St & 9 Ave,3,37,0,0
2024-10-03,13:53:36,W 35 St & 8 Ave,29,27,0,1
2024-10-03,13:53:36,Broadway & W 53 St,74,10,0,0
2024-10-03,13:53:36,8 Ave & W 49 St,16,44,0,1
2024-10-03,13:53:36,Broadway & W 41 St,44,4,0,3
2024-10-03,13:53:36,Broadway & W 48 St,78,17,0,1
2024-10-03,13:53:36,W 47 St & 6 Ave,51,8,0,1
2024-10-03,13:53:36,W 50 St & 9 Ave,0,29,0,0
2024-10-03,13:53:36,Broadway & W 38 St,6,58,2,0
2024-10-03,13:53:36,E 40 St & Park Ave,106,15,2,0
2024-10-03,13:53:36,E 35 St & Madison Ave,25,21,2,0
2024-10-03,13:53:36,W 43 St & 6 Ave,58,1,0,1
2024-10-03,13:53:36,9 Ave & W 39 St,0,33,0,0
2024-10-03,13:53:36,W 49 St & 8 Ave,49,17,0,1
2024-10-03,13:53:36,W 44 St & 5 Ave,67,0,0,0
2024-10-03,13:53:36,7 Ave & W 55 St,47,17,0,0
2024-10-03,13:53:36,W 41 St & 8 Ave,19,78,1,0
2024-10-03,13:53:36,8 Ave & W 52 St,6,24,0,1
2024-10-03,13:53:36,W 43 St & 10 Ave,1,108,1,0
2024-10-03,13:53:36,8 Ave & W 31 St,31,62,0,0
2024-10-03,13:53:36,W 45 St & 8 Ave,19,47,0,0
2024-10-03,13:53:36,W 40 St & 7 Ave,23,18,0,0
2024-10-03,13:53:36,W 42 St & 8 Ave,18,19,0,0
2024-10-03,13:53:36,W 56 St & 8 Ave,42,2,0,0
2024-10-03,13:53:36,Central Park S & 6 Ave,44,28,2,0
2024-10-03,13:53:36,8 Ave & W 38 St,14,49,2,0
2024-10-03,13:53:36,6 Ave & W 34 St,18,46,0,0
2024-10-03,13:53:36,W 37 St & Broadway,71,11,0,1
2024-10-03,13:53:36,E 41 St & Madison Ave (SE corner),84,6,0,3
2024-10-03,13:53:36,W 56 St & 6 Ave,31,18,0,2
2024-10-03,13:53:36,W 52 St & 6 Ave,51,6,0,1
2024-10-03,13:53:36,W 51 St & Rockefeller Plaza,47,0,0,1
2024-10-03,13:53:36,W 50 St & 10 Ave,6,47,0,1
2024-10-03,13:53:36,Broadway & W 36 St,74,2,2,0
2024-10-03,13:53:36,W 42 St & Dyer Ave,7,23,2,0
2024-10-03,13:53:36,W 37 St & 5 Ave,54,6,0,0
2024-10-03,13:53:36,Broadway & W 56 St,78,34,0,1
2024-10-03,13:53:36,Broadway & W 58 St,48,27,0,0
2024-10-03,13:53:36,W 54 St & 6 Ave,57,4,0,0
2024-10-03,13:53:36,E 39 St & Lexington Ave,45,12,0,0
2024-10-03,13:53:36,W 55 St & 6 Ave,56,18,0,0
2024-10-03,13:53:36,W 52 St & 11 Ave,19,29,0,0
2024-10-03,13:53:36,W 47 St & 10 Ave,2,35,0,0
2024-10-03,13:53:36,Broadway & W 51 St,64,8,0,2
2024-10-03,13:53:36,W 31 St & 7 Ave,2,79,4,0
2024-10-03,13:53:36,E 40 St & 5 Ave,82,9,1,0
2024-10-03,13:53:36,W 30 St & 8 Ave,27,35,0,0
2024-10-03,13:53:36,W 36 St & 9 Ave,10,32,1,0
2024-10-03,13:53:36,6 Ave & W 45 St,51,13,1,0
2024-10-03,13:53:36,W 51 St & 6 Ave,74,3,0,0
2024-10-03,13:53:36,6 Ave & W 33 St,6,66,1,0
2024-10-03,13:53:36,7 Ave & Central Park South,31,47,0,0
2024-10-03,13:53:36,W 42 St & 6 Ave,50,0,0,0
2024-10-03,13:53:36,E 43 St & Madison Ave,43,6,0,0
2024-10-03,13:53:36,W 47 St & 9 Ave,0,51,1,0
2024-10-03,13:53:36,W 53 St & 10 Ave,16,9,0,2
2024-10-03,13:53:36,9 Ave & W 45 St,8,23,2,0
2024-10-03,13:53:36,W 36 St & 7 Ave,15,20,1,0
2024-10-03,13:53:36,Broadway & W 37 St,18,39,0,0
2024-10-03,13:53:36,W 48 St &  Rockefeller Plaza,54,1,1,0
2024-10-03,13:58:36,Broadway & W 38 St,6,56,0,0
2024-10-03,13:58:36,E 35 St & Madison Ave,25,21,0,0
2024-10-03,13:58:36,8 Ave & W 49 St,14,46,2,0
2024-10-03,13:58:36,W 52 St & 5 Ave,59,0,0,0
2024-10-03,13:58:36,E 48 St & 5 Ave,56,4,1,0
2024-10-03,13:58:36,E 40 St & Park Ave,106,17,0,0
2024-10-03,13:58:36,Broadway & W 53 St,74,11,0,0
2024-10-03,13:58:36,W 47 St & 6 Ave,52,7,0,1
2024-10-03,13:58:36,W 54 St & 9 Ave,2,38,1,0
2024-10-03,13:58:36,W 35 St & 8 Ave,29,27,0,0
2024-10-03,13:58:36,Broadway & W 41 St,47,0,0,3
2024-10-03,13:58:36,Broadway & W 48 St,77,19,1,0
2024-10-03,13:58:36,W 50 St & 9 Ave,0,29,0,0
2024-10-03,13:58:36,W 41 St & 8 Ave,21,76,0,2
2024-10-03,13:58:36,9 Ave & W 39 St,1,32,0,1
2024-10-03,13:58:36,W 45 St & 8 Ave,19,46,0,0
2024-10-03,13:58:36,W 43 St & 10 Ave,5,105,0,4
2024-10-03,13:58:36,8 Ave & W 31 St,35,57,0,4
2024-10-03,13:58:36,W 49 St & 8 Ave,49,18,0,0
